no,name,relation,target_attribute
NO.106,阿米樱,weak_against,武
NO.106,阿米樱,weak_against,机械
NO.106,阿米樱,resist,普通
NO.106,阿米樱,resist,火
NO.106,阿米樱,resist,翼
NO.106,阿米樱,resist,电
NO.106,阿米樱,resist,毒
NO.106,阿米樱,resisted,草
NO.106,阿米樱,resisted,武
NO.107,罗隐,weak_against,草
NO.107,罗隐,weak_against,水
NO.107,罗隐,weak_against,冰
NO.107,罗隐,weak_against,武
NO.107,罗隐,weak_against,机械
NO.107,罗隐,weak_against,光
NO.107,罗隐,weak_against,虫
NO.107,罗隐,weak_against,萌
NO.107,罗隐,resist,普通
NO.107,罗隐,resist,火
NO.107,罗隐,resist,翼
NO.107,罗隐,resist,电
NO.107,罗隐,resist,毒
NO.107,罗隐,resist,幽
NO.107,罗隐,resist,龙
NO.108,风铃鲨,weak_against,电
NO.108,风铃鲨,weak_against,冰
NO.108,风铃鲨,resist,火
NO.108,风铃鲨,resist,机械
NO.108,风铃鲨,resist,虫
NO.108,风铃鲨,resist,武
NO.109,蓝蝶鲨,weak_against,电
NO.109,蓝蝶鲨,weak_against,冰
NO.109,蓝蝶鲨,resist,火
NO.109,蓝蝶鲨,resist,机械
NO.109,蓝蝶鲨,resist,虫
NO.109,蓝蝶鲨,resist,武
NO.110,彩蝶鲨,weak_against,电
NO.110,彩蝶鲨,weak_against,冰
NO.110,彩蝶鲨,resist,火
NO.110,彩蝶鲨,resist,机械
NO.110,彩蝶鲨,resist,虫
NO.110,彩蝶鲨,resist,武
NO.111,石石,strong_against,火
NO.111,石石,strong_against,冰
NO.111,石石,strong_against,电
NO.111,石石,strong_against,毒
NO.111,石石,weak_against,草
NO.111,石石,weak_against,水
NO.111,石石,weak_against,冰
NO.111,石石,weak_against,武
NO.111,石石,weak_against,机械
NO.111,石石,resist,普通
NO.111,石石,resist,火
NO.111,石石,resist,翼
NO.111,石石,resist,电
NO.111,石石,resist,毒
NO.111,石石,resisted,草
NO.111,石石,resisted,武
NO.112,巨灵石,weak_against,草
NO.112,巨灵石,weak_against,水
NO.112,巨灵石,weak_against,冰
NO.112,巨灵石,weak_against,机械
NO.112,巨灵石,weak_against,光
NO.112,巨灵石,weak_against,幽
NO.112,巨灵石,weak_against,恶
NO.112,巨灵石,resist,普通
NO.112,巨灵石,resist,火
NO.112,巨灵石,resist,翼
NO.112,巨灵石,resist,电
NO.112,巨灵石,resist,毒
NO.112,巨灵石,resist,虫
NO.113,仪使者,weak_against,草
NO.113,仪使者,weak_against,水
NO.113,仪使者,weak_against,冰
NO.113,仪使者,weak_against,机械
NO.113,仪使者,weak_against,幽
NO.113,仪使者,weak_against,虫
NO.113,仪使者,resist,普通
NO.113,仪使者,resist,火
NO.113,仪使者,resist,翼
NO.113,仪使者,resist,电
NO.113,仪使者,resist,毒
NO.113,仪使者,resist,幻
NO.114,仪式之星,weak_against,草
NO.114,仪式之星,weak_against,水
NO.114,仪式之星,weak_against,冰
NO.114,仪式之星,weak_against,机械
NO.114,仪式之星,weak_against,幽
NO.114,仪式之星,weak_against,虫
NO.114,仪式之星,resist,普通
NO.114,仪式之星,resist,火
NO.114,仪式之星,resist,翼
NO.114,仪式之星,resist,电
NO.114,仪式之星,resist,毒
NO.114,仪式之星,resist,幻
NO.115,仪式巨像,weak_against,草
NO.115,仪式巨像,weak_against,水
NO.115,仪式巨像,weak_against,冰
NO.115,仪式巨像,weak_against,机械
NO.115,仪式巨像,weak_against,幽
NO.115,仪式巨像,weak_against,虫
NO.115,仪式巨像,resist,普通
NO.115,仪式巨像,resist,火
NO.115,仪式巨像,resist,翼
NO.115,仪式巨像,resist,电
NO.115,仪式巨像,resist,毒
NO.115,仪式巨像,resist,幻
NO.116,小独角兽,strong_against,恶
NO.116,小独角兽,strong_against,幽
NO.116,小独角兽,weak_against,幽
NO.116,小独角兽,weak_against,草
NO.116,小独角兽,resist,恶
NO.116,小独角兽,resist,幻
NO.116,小独角兽,resisted,草
NO.116,小独角兽,resisted,冰
NO.117,白金独角兽,strong_against,恶
NO.117,白金独角兽,strong_against,幽
NO.117,白金独角兽,weak_against,幽
NO.117,白金独角兽,weak_against,草
NO.117,白金独角兽,resist,恶
NO.117,白金独角兽,resist,幻
NO.117,白金独角兽,resisted,草
NO.117,白金独角兽,resisted,冰
NO.118,旋叶虫（金黄的样子）,weak_against,火
NO.118,旋叶虫（金黄的样子）,weak_against,翼
NO.118,旋叶虫（金黄的样子）,resist,幽
NO.118,旋叶虫（金黄的样子）,resist,草
NO.119,蓬叶虫（金黄的样子）,weak_against,火
NO.119,蓬叶虫（金黄的样子）,weak_against,翼
NO.119,蓬叶虫（金黄的样子）,resist,幽
NO.119,蓬叶虫（金黄的样子）,resist,草
NO.120,风滚暮虫（金黄的样子）,weak_against,火
NO.120,风滚暮虫（金黄的样子）,weak_against,翼
NO.120,风滚暮虫（金黄的样子）,resist,幽
NO.120,风滚暮虫（金黄的样子）,resist,草
NO.121,小黑猫,weak_against,武
NO.121,小黑猫,resist,幽
NO.121,小黑猫,resisted,幽
NO.121,小黑猫,resisted,机械
NO.121,小黑猫,resisted,地
NO.122,黑猫巫师,weak_against,武
NO.122,黑猫巫师,resist,幽
NO.122,黑猫巫师,resisted,幽
NO.122,黑猫巫师,resisted,机械
NO.122,黑猫巫师,resisted,地
NO.123,忽幽狸,weak_against,光
NO.123,忽幽狸,weak_against,幽
NO.123,忽幽狸,weak_against,恶
NO.123,忽幽狸,weak_against,地
NO.123,忽幽狸,weak_against,幻
NO.123,忽幽狸,resist,普通
NO.123,忽幽狸,resist,毒
NO.123,忽幽狸,resist,虫
NO.123,忽幽狸,resist,武
NO.123,忽幽狸,resist,草
NO.123,忽幽狸,resist,萌
NO.124,影狸,weak_against,光
NO.124,影狸,weak_against,幽
NO.124,影狸,weak_against,恶
NO.124,影狸,weak_against,地
NO.124,影狸,weak_against,幻
NO.124,影狸,resist,普通
NO.124,影狸,resist,毒
NO.124,影狸,resist,虫
NO.124,影狸,resist,武
NO.124,影狸,resist,草
NO.124,影狸,resist,萌
NO.125,多多,weak_against,地
NO.125,多多,weak_against,恶
NO.125,多多,weak_against,幻
NO.125,多多,weak_against,水
NO.125,多多,weak_against,冰
NO.125,多多,weak_against,机械
NO.125,多多,resist,毒
NO.125,多多,resist,虫
NO.125,多多,resist,萌
NO.125,多多,resist,普通
NO.125,多多,resist,火
NO.125,多多,resist,翼
NO.125,多多,resist,电
NO.126,多啦多,weak_against,地
NO.126,多啦多,weak_against,恶
NO.126,多啦多,weak_against,幻
NO.126,多啦多,weak_against,水
NO.126,多啦多,weak_against,冰
NO.126,多啦多,weak_against,机械
NO.126,多啦多,resist,毒
NO.126,多啦多,resist,虫
NO.126,多啦多,resist,萌
NO.126,多啦多,resist,普通
NO.126,多啦多,resist,火
NO.126,多啦多,resist,翼
NO.126,多啦多,resist,电
NO.127,古啦多,weak_against,地
NO.127,古啦多,weak_against,恶
NO.127,古啦多,weak_against,幻
NO.127,古啦多,weak_against,水
NO.127,古啦多,weak_against,冰
NO.127,古啦多,weak_against,机械
NO.127,古啦多,resist,毒
NO.127,古啦多,resist,虫
NO.127,古啦多,resist,萌
NO.127,古啦多,resist,普通
NO.127,古啦多,resist,火
NO.127,古啦多,resist,翼
NO.127,古啦多,resist,电
NO.128,哭哭菇,strong_against,毒
NO.128,哭哭菇,strong_against,武
NO.128,哭哭菇,weak_against,幽
NO.128,哭哭菇,weak_against,虫
NO.128,哭哭菇,resist,武
NO.128,哭哭菇,resist,幻
NO.128,哭哭菇,resisted,光
NO.128,哭哭菇,resisted,机械
NO.128,哭哭菇,resisted,幻
NO.129,怖须菇,strong_against,毒
NO.129,怖须菇,strong_against,武
NO.129,怖须菇,weak_against,幽
NO.129,怖须菇,weak_against,虫
NO.129,怖须菇,resist,武
NO.129,怖须菇,resist,幻
NO.129,怖须菇,resisted,光
NO.129,怖须菇,resisted,机械
NO.129,怖须菇,resisted,幻
NO.130,怖哭菇,strong_against,毒
NO.130,怖哭菇,strong_against,武
NO.130,怖哭菇,weak_against,幽
NO.130,怖哭菇,weak_against,虫
NO.130,怖哭菇,resist,武
NO.130,怖哭菇,resist,幻
NO.130,怖哭菇,resisted,光
NO.130,怖哭菇,resisted,机械
NO.130,怖哭菇,resisted,幻
NO.131,恶魔狼,strong_against,毒
NO.131,恶魔狼,strong_against,萌
NO.131,恶魔狼,strong_against,幽
NO.131,恶魔狼,weak_against,光
NO.131,恶魔狼,weak_against,虫
NO.131,恶魔狼,weak_against,武
NO.131,恶魔狼,weak_against,萌
NO.131,恶魔狼,resist,幽
NO.131,恶魔狼,resist,龙
NO.131,恶魔狼,resisted,光
NO.131,恶魔狼,resisted,武
NO.131,恶魔狼,resisted,恶
NO.132,小电企鹅,weak_against,火
NO.132,小电企鹅,weak_against,武
NO.132,小电企鹅,weak_against,地
NO.132,小电企鹅,resist,水
NO.132,小电企鹅,resist,冰
NO.132,小电企鹅,resist,光
NO.132,小电企鹅,resist,电
NO.132,小电企鹅,resist,翼
NO.133,电企鹅,weak_against,火
NO.133,电企鹅,weak_against,武
NO.133,电企鹅,weak_against,地
NO.133,电企鹅,resist,水
NO.133,电企鹅,resist,冰
NO.133,电企鹅,resist,光
NO.133,电企鹅,resist,电
NO.133,电企鹅,resist,翼
NO.134,雪豆丁,strong_against,草
NO.134,雪豆丁,strong_against,地
NO.134,雪豆丁,strong_against,龙
NO.134,雪豆丁,strong_against,翼
NO.134,雪豆丁,weak_against,火
NO.134,雪豆丁,weak_against,武
NO.134,雪豆丁,weak_against,地
NO.134,雪豆丁,weak_against,机械
NO.134,雪豆丁,resist,水
NO.134,雪豆丁,resist,冰
NO.134,雪豆丁,resist,光
NO.134,雪豆丁,resisted,火
NO.134,雪豆丁,resisted,冰
NO.134,雪豆丁,resisted,机械
NO.135,雪蛮人,strong_against,草
NO.135,雪蛮人,strong_against,地
NO.135,雪蛮人,strong_against,龙
NO.135,雪蛮人,strong_against,翼
NO.135,雪蛮人,weak_against,火
NO.135,雪蛮人,weak_against,武
NO.135,雪蛮人,weak_against,地
NO.135,雪蛮人,weak_against,机械
NO.135,雪蛮人,resist,水
NO.135,雪蛮人,resist,冰
NO.135,雪蛮人,resist,光
NO.135,雪蛮人,resisted,火
NO.135,雪蛮人,resisted,冰
NO.135,雪蛮人,resisted,机械
NO.136,雪巨人,strong_against,草
NO.136,雪巨人,strong_against,地
NO.136,雪巨人,strong_against,龙
NO.136,雪巨人,strong_against,翼
NO.136,雪巨人,weak_against,火
NO.136,雪巨人,weak_against,武
NO.136,雪巨人,weak_against,地
NO.136,雪巨人,weak_against,机械
NO.136,雪巨人,resist,水
NO.136,雪巨人,resist,冰
NO.136,雪巨人,resist,光
NO.136,雪巨人,resisted,火
NO.136,雪巨人,resisted,冰
NO.136,雪巨人,resisted,机械
NO.137,呼呼猪,weak_against,武
NO.137,呼呼猪,weak_against,地
NO.137,呼呼猪,weak_against,机械
NO.137,呼呼猪,weak_against,草
NO.137,呼呼猪,resist,光
NO.137,呼呼猪,resist,普通
NO.137,呼呼猪,resist,翼
NO.137,呼呼猪,resist,电
NO.137,呼呼猪,resist,毒
NO.138,獠牙猪,weak_against,武
NO.138,獠牙猪,weak_against,地
NO.138,獠牙猪,weak_against,机械
NO.138,獠牙猪,weak_against,草
NO.138,獠牙猪,resist,光
NO.138,獠牙猪,resist,普通
NO.138,獠牙猪,resist,翼
NO.138,獠牙猪,resist,电
NO.138,獠牙猪,resist,毒
NO.139,雪娃娃,strong_against,草
NO.139,雪娃娃,strong_against,地
NO.139,雪娃娃,strong_against,龙
NO.139,雪娃娃,strong_against,翼
NO.139,雪娃娃,weak_against,火
NO.139,雪娃娃,weak_against,武
NO.139,雪娃娃,weak_against,地
NO.139,雪娃娃,weak_against,机械
NO.139,雪娃娃,resist,水
NO.139,雪娃娃,resist,冰
NO.139,雪娃娃,resist,光
NO.139,雪娃娃,resisted,火
NO.139,雪娃娃,resisted,冰
NO.139,雪娃娃,resisted,机械
NO.140,冰封怨灵,strong_against,草
NO.140,冰封怨灵,strong_against,地
NO.140,冰封怨灵,strong_against,龙
NO.140,冰封怨灵,strong_against,翼
NO.140,冰封怨灵,weak_against,火
NO.140,冰封怨灵,weak_against,武
NO.140,冰封怨灵,weak_against,地
NO.140,冰封怨灵,weak_against,机械
NO.140,冰封怨灵,resist,水
NO.140,冰封怨灵,resist,冰
NO.140,冰封怨灵,resist,光
NO.140,冰封怨灵,resisted,火
NO.140,冰封怨灵,resisted,冰
NO.140,冰封怨灵,resisted,机械
NO.141,雪灵,strong_against,草
NO.141,雪灵,strong_against,地
NO.141,雪灵,strong_against,龙
NO.141,雪灵,strong_against,翼
NO.141,雪灵,weak_against,火
NO.141,雪灵,weak_against,武
NO.141,雪灵,weak_against,地
NO.141,雪灵,weak_against,机械
NO.141,雪灵,resist,水
NO.141,雪灵,resist,冰
NO.141,雪灵,resist,光
NO.141,雪灵,resisted,火
NO.141,雪灵,resisted,冰
NO.141,雪灵,resisted,机械
NO.142,大耳帽兜,weak_against,火
NO.142,大耳帽兜,weak_against,地
NO.142,大耳帽兜,weak_against,机械
NO.142,大耳帽兜,weak_against,毒
NO.142,大耳帽兜,weak_against,恶
NO.142,大耳帽兜,resist,水
NO.142,大耳帽兜,resist,冰
NO.142,大耳帽兜,resist,光
NO.142,大耳帽兜,resist,虫
NO.143,帽兜娃娃,weak_against,火
NO.143,帽兜娃娃,weak_against,地
NO.143,帽兜娃娃,weak_against,机械
NO.143,帽兜娃娃,weak_against,毒
NO.143,帽兜娃娃,weak_against,恶
NO.143,帽兜娃娃,resist,水
NO.143,帽兜娃娃,resist,冰
NO.143,帽兜娃娃,resist,光
NO.143,帽兜娃娃,resist,虫
NO.144,雪影娃娃,weak_against,火
NO.144,雪影娃娃,weak_against,地
NO.144,雪影娃娃,weak_against,机械
NO.144,雪影娃娃,weak_against,毒
NO.144,雪影娃娃,weak_against,恶
NO.144,雪影娃娃,resist,水
NO.144,雪影娃娃,resist,冰
NO.144,雪影娃娃,resist,光
NO.144,雪影娃娃,resist,虫
NO.145,权杖-Ⅱ,strong_against,地
NO.145,权杖-Ⅱ,strong_against,冰
NO.145,权杖-Ⅱ,strong_against,萌
NO.145,权杖-Ⅱ,weak_against,武
NO.145,权杖-Ⅱ,weak_against,水
NO.145,权杖-Ⅱ,weak_against,火
NO.145,权杖-Ⅱ,resist,普通
NO.145,权杖-Ⅱ,resist,草
NO.145,权杖-Ⅱ,resist,冰
NO.145,权杖-Ⅱ,resist,龙
NO.145,权杖-Ⅱ,resist,毒
NO.145,权杖-Ⅱ,resist,虫
NO.145,权杖-Ⅱ,resist,翼
NO.145,权杖-Ⅱ,resist,萌
NO.145,权杖-Ⅱ,resist,机械
NO.145,权杖-Ⅱ,resist,幻
NO.145,权杖-Ⅱ,resisted,火
NO.145,权杖-Ⅱ,resisted,水
NO.145,权杖-Ⅱ,resisted,电
NO.145,权杖-Ⅱ,resisted,机械
NO.146,权杖-Ⅴ,strong_against,地
NO.146,权杖-Ⅴ,strong_against,冰
NO.146,权杖-Ⅴ,strong_against,萌
NO.146,权杖-Ⅴ,weak_against,武
NO.146,权杖-Ⅴ,weak_against,水
NO.146,权杖-Ⅴ,weak_against,火
NO.146,权杖-Ⅴ,resist,普通
NO.146,权杖-Ⅴ,resist,草
NO.146,权杖-Ⅴ,resist,冰
NO.146,权杖-Ⅴ,resist,龙
NO.146,权杖-Ⅴ,resist,毒
NO.146,权杖-Ⅴ,resist,虫
NO.146,权杖-Ⅴ,resist,翼
NO.146,权杖-Ⅴ,resist,萌
NO.146,权杖-Ⅴ,resist,机械
NO.146,权杖-Ⅴ,resist,幻
NO.146,权杖-Ⅴ,resisted,火
NO.146,权杖-Ⅴ,resisted,水
NO.146,权杖-Ⅴ,resisted,电
NO.146,权杖-Ⅴ,resisted,机械
NO.147,灵狐,weak_against,地
NO.147,灵狐,weak_against,火
NO.147,灵狐,weak_against,武
NO.147,灵狐,resist,草
NO.147,灵狐,resist,冰
NO.147,灵狐,resist,虫
NO.147,灵狐,resist,萌
NO.147,灵狐,resist,光
NO.148,九尾狐,weak_against,地
NO.148,九尾狐,weak_against,火
NO.148,九尾狐,weak_against,武
NO.148,九尾狐,resist,草
NO.148,九尾狐,resist,冰
NO.148,九尾狐,resist,虫
NO.148,九尾狐,resist,萌
NO.148,九尾狐,resist,光
NO.149,尖嘴狐仙,weak_against,地
NO.149,尖嘴狐仙,weak_against,火
NO.149,尖嘴狐仙,weak_against,武
NO.149,尖嘴狐仙,resist,草
NO.149,尖嘴狐仙,resist,冰
NO.149,尖嘴狐仙,resist,虫
NO.149,尖嘴狐仙,resist,萌
NO.149,尖嘴狐仙,resist,光
NO.150,里奥,strong_against,草
NO.150,里奥,strong_against,虫
NO.150,里奥,strong_against,武
NO.150,里奥,weak_against,冰
NO.150,里奥,weak_against,电
NO.150,里奥,resist,草
NO.150,里奥,resist,虫
NO.150,里奥,resist,武
NO.150,里奥,resisted,龙
NO.150,里奥,resisted,电
NO.150,里奥,resisted,机械
NO.150,里奥,resisted,地
NO.151,灵羽勇士,strong_against,草
NO.151,灵羽勇士,strong_against,虫
NO.151,灵羽勇士,strong_against,武
NO.151,灵羽勇士,weak_against,冰
NO.151,灵羽勇士,weak_against,电
NO.151,灵羽勇士,resist,草
NO.151,灵羽勇士,resist,虫
NO.151,灵羽勇士,resist,武
NO.151,灵羽勇士,resisted,龙
NO.151,灵羽勇士,resisted,电
NO.151,灵羽勇士,resisted,机械
NO.151,灵羽勇士,resisted,地
NO.152,圣羽翼王,strong_against,草
NO.152,圣羽翼王,strong_against,虫
NO.152,圣羽翼王,strong_against,武
NO.152,圣羽翼王,weak_against,冰
NO.152,圣羽翼王,weak_against,电
NO.152,圣羽翼王,resist,草
NO.152,圣羽翼王,resist,虫
NO.152,圣羽翼王,resist,武
NO.152,圣羽翼王,resisted,龙
NO.152,圣羽翼王,resisted,电
NO.152,圣羽翼王,resisted,机械
NO.152,圣羽翼王,resisted,地
NO.153,松仔,weak_against,火
NO.153,松仔,weak_against,冰
NO.153,松仔,weak_against,毒
NO.153,松仔,weak_against,翼
NO.153,松仔,weak_against,萌
NO.153,松仔,weak_against,幻
NO.153,松仔,resist,水
NO.153,松仔,resist,地
NO.153,松仔,resist,电
NO.153,松仔,resist,光
NO.153,松仔,resist,恶
NO.154,松叶羊,weak_against,火
NO.154,松叶羊,weak_against,冰
NO.154,松叶羊,weak_against,毒
NO.154,松叶羊,weak_against,翼
NO.154,松叶羊,weak_against,萌
NO.154,松叶羊,weak_against,幻
NO.154,松叶羊,resist,水
NO.154,松叶羊,resist,地
NO.154,松叶羊,resist,电
NO.154,松叶羊,resist,光
NO.154,松叶羊,resist,恶
NO.155,针叶巡林,weak_against,火
NO.155,针叶巡林,weak_against,冰
NO.155,针叶巡林,weak_against,毒
NO.155,针叶巡林,weak_against,翼
NO.155,针叶巡林,weak_against,萌
NO.155,针叶巡林,weak_against,幻
NO.155,针叶巡林,resist,水
NO.155,针叶巡林,resist,地
NO.155,针叶巡林,resist,电
NO.155,针叶巡林,resist,光
NO.155,针叶巡林,resist,恶
NO.156,小勇狮,weak_against,水
NO.156,小勇狮,weak_against,翼
NO.156,小勇狮,weak_against,幻
NO.156,小勇狮,resist,草
NO.156,小勇狮,resist,冰
NO.156,小勇狮,resist,虫
NO.156,小勇狮,resist,机械
NO.156,小勇狮,resist,恶
NO.157,炽焰狮,weak_against,水
NO.157,炽焰狮,weak_against,翼
NO.157,炽焰狮,weak_against,幻
NO.157,炽焰狮,resist,草
NO.157,炽焰狮,resist,冰
NO.157,炽焰狮,resist,虫
NO.157,炽焰狮,resist,机械
NO.157,炽焰狮,resist,恶
NO.158,炽心勇狮,weak_against,水
NO.158,炽心勇狮,weak_against,翼
NO.158,炽心勇狮,weak_against,幻
NO.158,炽心勇狮,resist,草
NO.158,炽心勇狮,resist,冰
NO.158,炽心勇狮,resist,虫
NO.158,炽心勇狮,resist,机械
NO.158,炽心勇狮,resist,恶
NO.159,水滴蛇,weak_against,草
NO.159,水滴蛇,weak_against,电
NO.159,水滴蛇,weak_against,翼
NO.159,水滴蛇,weak_against,萌
NO.159,水滴蛇,weak_against,幻
NO.159,水滴蛇,resist,火
NO.159,水滴蛇,resist,机械
NO.159,水滴蛇,resist,地
NO.159,水滴蛇,resist,虫
NO.159,水滴蛇,resist,恶
NO.160,水蛇锁,weak_against,草
NO.160,水蛇锁,weak_against,电
NO.160,水蛇锁,weak_against,翼
NO.160,水蛇锁,weak_against,萌
NO.160,水蛇锁,weak_against,幻
NO.160,水蛇锁,resist,火
NO.160,水蛇锁,resist,机械
NO.160,水蛇锁,resist,地
NO.160,水蛇锁,resist,虫
NO.160,水蛇锁,resist,恶
NO.161,游蛇魔使,weak_against,草
NO.161,游蛇魔使,weak_against,电
NO.161,游蛇魔使,weak_against,翼
NO.161,游蛇魔使,weak_against,萌
NO.161,游蛇魔使,weak_against,幻
NO.161,游蛇魔使,resist,火
NO.161,游蛇魔使,resist,机械
NO.161,游蛇魔使,resist,地
NO.161,游蛇魔使,resist,虫
NO.161,游蛇魔使,resist,恶
NO.162,公平鸽,weak_against,武
NO.162,公平鸽,resist,幽
NO.162,公平鸽,resisted,幽
NO.162,公平鸽,resisted,机械
NO.162,公平鸽,resisted,地
NO.163,小怂猫,strong_against,普通
NO.163,小怂猫,strong_against,地
NO.163,小怂猫,strong_against,冰
NO.163,小怂猫,strong_against,恶
NO.163,小怂猫,strong_against,机械
NO.163,小怂猫,weak_against,翼
NO.163,小怂猫,weak_against,萌
NO.163,小怂猫,weak_against,幻
NO.163,小怂猫,resist,地
NO.163,小怂猫,resist,虫
NO.163,小怂猫,resist,恶
NO.163,小怂猫,resisted,毒
NO.163,小怂猫,resisted,虫
NO.163,小怂猫,resisted,翼
NO.163,小怂猫,resisted,萌
NO.163,小怂猫,resisted,幽
NO.163,小怂猫,resisted,幻
NO.164,怒目怂猫,strong_against,普通
NO.164,怒目怂猫,strong_against,地
NO.164,怒目怂猫,strong_against,冰
NO.164,怒目怂猫,strong_against,恶
NO.164,怒目怂猫,strong_against,机械
NO.164,怒目怂猫,weak_against,翼
NO.164,怒目怂猫,weak_against,萌
NO.164,怒目怂猫,weak_against,幻
NO.164,怒目怂猫,resist,地
NO.164,怒目怂猫,resist,虫
NO.164,怒目怂猫,resist,恶
NO.164,怒目怂猫,resisted,毒
NO.164,怒目怂猫,resisted,虫
NO.164,怒目怂猫,resisted,翼
NO.164,怒目怂猫,resisted,萌
NO.164,怒目怂猫,resisted,幽
NO.164,怒目怂猫,resisted,幻
NO.165,小狮鹫（崖间地的样子）,strong_against,草
NO.165,小狮鹫（崖间地的样子）,strong_against,虫
NO.165,小狮鹫（崖间地的样子）,strong_against,武
NO.165,小狮鹫（崖间地的样子）,weak_against,冰
NO.165,小狮鹫（崖间地的样子）,weak_against,电
NO.165,小狮鹫（崖间地的样子）,resist,草
NO.165,小狮鹫（崖间地的样子）,resist,虫
NO.165,小狮鹫（崖间地的样子）,resist,武
NO.165,小狮鹫（崖间地的样子）,resisted,龙
NO.165,小狮鹫（崖间地的样子）,resisted,电
NO.165,小狮鹫（崖间地的样子）,resisted,机械
NO.165,小狮鹫（崖间地的样子）,resisted,地
NO.166,神圣狮鹫（崖间地的样子）,strong_against,草
NO.166,神圣狮鹫（崖间地的样子）,strong_against,虫
NO.166,神圣狮鹫（崖间地的样子）,strong_against,武
NO.166,神圣狮鹫（崖间地的样子）,weak_against,冰
NO.166,神圣狮鹫（崖间地的样子）,weak_against,电
NO.166,神圣狮鹫（崖间地的样子）,resist,草
NO.166,神圣狮鹫（崖间地的样子）,resist,虫
NO.166,神圣狮鹫（崖间地的样子）,resist,武
NO.166,神圣狮鹫（崖间地的样子）,resisted,龙
NO.166,神圣狮鹫（崖间地的样子）,resisted,电
NO.166,神圣狮鹫（崖间地的样子）,resisted,机械
NO.166,神圣狮鹫（崖间地的样子）,resisted,地
NO.167,皇家狮鹫（崖间地的样子）,strong_against,草
NO.167,皇家狮鹫（崖间地的样子）,strong_against,虫
NO.167,皇家狮鹫（崖间地的样子）,strong_against,武
NO.167,皇家狮鹫（崖间地的样子）,weak_against,冰
NO.167,皇家狮鹫（崖间地的样子）,weak_against,电
NO.167,皇家狮鹫（崖间地的样子）,resist,草
NO.167,皇家狮鹫（崖间地的样子）,resist,虫
NO.167,皇家狮鹫（崖间地的样子）,resist,武
NO.167,皇家狮鹫（崖间地的样子）,resisted,龙
NO.167,皇家狮鹫（崖间地的样子）,resisted,电
NO.167,皇家狮鹫（崖间地的样子）,resisted,机械
NO.167,皇家狮鹫（崖间地的样子）,resisted,地
NO.168,圆眼蜘蛛,strong_against,草
NO.168,圆眼蜘蛛,strong_against,恶
NO.168,圆眼蜘蛛,strong_against,幻
NO.168,圆眼蜘蛛,weak_against,火
NO.168,圆眼蜘蛛,weak_against,翼
NO.168,圆眼蜘蛛,resist,草
NO.168,圆眼蜘蛛,resist,武
NO.168,圆眼蜘蛛,resisted,火
NO.168,圆眼蜘蛛,resisted,毒
NO.168,圆眼蜘蛛,resisted,武
NO.168,圆眼蜘蛛,resisted,翼
NO.168,圆眼蜘蛛,resisted,幽
NO.168,圆眼蜘蛛,resisted,机械
NO.168,圆眼蜘蛛,resisted,萌
NO.169,尖角蜘蛛,weak_against,火
NO.169,尖角蜘蛛,weak_against,翼
NO.169,尖角蜘蛛,weak_against,地
NO.169,尖角蜘蛛,weak_against,恶
NO.169,尖角蜘蛛,weak_against,幻
NO.169,尖角蜘蛛,resist,草
NO.169,尖角蜘蛛,resist,武
NO.169,尖角蜘蛛,resist,毒
NO.169,尖角蜘蛛,resist,虫
NO.169,尖角蜘蛛,resist,萌
NO.170,芋香巨角蛛,weak_against,火
NO.170,芋香巨角蛛,weak_against,翼
NO.170,芋香巨角蛛,weak_against,地
NO.170,芋香巨角蛛,weak_against,恶
NO.170,芋香巨角蛛,weak_against,幻
NO.170,芋香巨角蛛,resist,草
NO.170,芋香巨角蛛,resist,武
NO.170,芋香巨角蛛,resist,毒
NO.170,芋香巨角蛛,resist,虫
NO.170,芋香巨角蛛,resist,萌
NO.171,波波螺,weak_against,草
NO.171,波波螺,weak_against,水
NO.171,波波螺,weak_against,冰
NO.171,波波螺,weak_against,武
NO.171,波波螺,resist,普通
NO.171,波波螺,resist,火
NO.171,波波螺,resist,翼
NO.171,波波螺,resist,毒
NO.172,消波螺,weak_against,草
NO.172,消波螺,weak_against,水
NO.172,消波螺,weak_against,冰
NO.172,消波螺,weak_against,武
NO.172,消波螺,resist,普通
NO.172,消波螺,resist,火
NO.172,消波螺,resist,翼
NO.172,消波螺,resist,毒
NO.173,嗜波螺,weak_against,草
NO.173,嗜波螺,weak_against,水
NO.173,嗜波螺,weak_against,冰
NO.173,嗜波螺,weak_against,武
NO.173,嗜波螺,resist,普通
NO.173,嗜波螺,resist,火
NO.173,嗜波螺,resist,翼
NO.173,嗜波螺,resist,毒
NO.174,菇菇丁,weak_against,草
NO.174,菇菇丁,weak_against,冰
NO.174,菇菇丁,weak_against,武
NO.174,菇菇丁,weak_against,机械
NO.174,菇菇丁,weak_against,虫
NO.174,菇菇丁,resist,普通
NO.174,菇菇丁,resist,电
NO.174,菇菇丁,resist,地
NO.174,菇菇丁,resist,光
NO.175,多菇丁,weak_against,草
NO.175,多菇丁,weak_against,冰
NO.175,多菇丁,weak_against,武
NO.175,多菇丁,weak_against,机械
NO.175,多菇丁,weak_against,虫
NO.175,多菇丁,resist,普通
NO.175,多菇丁,resist,电
NO.175,多菇丁,resist,地
NO.175,多菇丁,resist,光
NO.176,九幽菇,weak_against,草
NO.176,九幽菇,weak_against,冰
